Cod;Produto;Grupo
C0174B;Couve, crua, salada, ao molho vinagrete, c/ sal, Brassica oleracea <<Kale, raw, salad, with sauce (tomato, onion, parsley, vinegar and oil), with salt>>;Vegetais
C0145B;Couve, manteiga, refogada, c/ sal, Brassica oleracea var. Acephala <<Kale, manteiga, braised, with salt>>;Vegetais
C0179B;Couve-flor, à milanesa, s/ sal, Brassica oleracea var. botrytis L. <<Cauliflower, breaded, without salt>>;Vegetais
C0180B;Couve-flor, à milanesa, c/ sal, Brassica oleracea var. botrytis L. <<Cauliflower, breaded, with salt>>;Vegetais
C0116B;Couve-flor, cozida, c/ sal, drenada, Brassica oleracea var. botrytis L. <<Cauliflower, cooked, drained, with salt>>;Vegetais
C0181B;Couve-flor, cozida, salada, ao molho vinagrete, s/ sal, Brassica oleracea var. botrytis L. <<Cauliflower, cooked, salad, with sauce (tomato, onion, parsley, vinegar and oil), without salt>>;Vegetais
C0182B;Couve-flor, cozida, salada, ao molho vinagrete, c/ sal, Brassica oleracea var. botrytis L. <<Cauliflower, cooked, salad, with sauce (tomato, onion, parsley, vinegar and oil), with salt>>;Vegetais
C0203B;Couve-flor, refogada, s/ sal, Brassica oleracea var. botrytis L. <<Cauliflower, braised, without salt>>;Vegetais
C0204B;Couve-flor, refogada, c/ sal, Brassica oleracea var. botrytis L. <<Cauliflower, braised, with salt>>;Vegetais
C0169B;Escarola, folha, crua, Cichorium endivia L. <<Escarole, leaves, raw>>;Vegetais
C0146B;Espinafre, folha, cozida, c/ sal, drenado, Tetragonia expansa <<Spinach, leaves, cooked, drained, with salt>>;Vegetais
C0183B;Espinafre, folha, cozida, salada, ao molho vinagrete, s/ sal, Tetragonia expansa <<Spinach, leaves, cooked, salad, with sauce (tomato, onion, parsley, vinegar and oil), without salt>>;Vegetais
C0184B;Espinafre, folha, cozida, salada, ao molho vinagrete, c/ sal, Tetragonia expansa <<Spinach, leaves, cooked, salad, with sauce (tomato, onion, parsley, vinegar and oil), with salt>>;Vegetais
C0147B;Espinafre, folha, refogada, c/ sal, Tetragonia expansa <<Spinach, leaves, braised, with salt>>;Vegetais
C0275B;Feijão, broto, cozido, drenado, s/ sal, Vigna radiata (L.) R. Wilczek <<Mung beans, mature seeds, sprouted, cooked, drained, without salt>>;Vegetais
C0276B;Feijão, broto, cozido, drenado, c/ sal, Vigna radiata (L.) R. Wilczek <<Mung beans, mature seeds, sprouted, cooked, drained, with salt>>;Vegetais
C0346B;Inhame, assado, s/ sal, Colocasia esculenta <<Taro, baked, without salt>>;Vegetais
C0347B;Inhame, assado, c/ sal, Colocasia esculenta <<Taro, baked, with salt>>;Vegetais
C0342B;Inhame, cozido, drenado, s/ sal, Colocasia esculenta <<Taro, cooked, drained, without salt>>;Vegetais
C0343B;Inhame, cozido, drenado, c/ sal, Colocasia esculenta <<Taro, cooked, drained, with salt>>;Vegetais
C0344B;Inhame, cozido, drenado, c/ óleo de soja, s/ sal, Colocasia esculenta <<Taro, cooked, drained, with soy oil, without salt>>;Vegetais
C0345B;Inhame, cozido, drenado, c/ óleo de soja, c/ sal, Colocasia esculenta <<Taro, cooked, drained, with soy oil, with salt>>;Vegetais
C0348B;Inhame, refogado, s/ sal, Colocasia esculenta <<Taro, braised, without salt>>;Vegetais
C0349B;Inhame, refogado, c/ sal, Colocasia esculenta <<Taro, braised, with salt>>;Vegetais
C0277B;Jiló, cozido, drenado, s/ sal, Solanum gilo <<Scarlet eggplant, cooked, drained, without salt>>;Vegetais
C0278B;Jiló, cozido, drenado, c/ sal, Solanum gilo <<Scarlet eggplant, cooked, drained, with salt>>;Vegetais
C0279B;Jiló, cozido, drenado, c/ óleo de soja, s/ sal, Solanum gilo <<Scarlet eggplant, cooked, drained, with soy oil, without salt>>;Vegetais
C0280B;Jiló, cozido, drenado, c/ óleo de soja, c/ sal, Solanum gilo <<Scarlet eggplant, cooked, drained, with soy oil, with salt>>;Vegetais
C0281B;Jiló, assado, s/ sal, Solanum gilo <<Scarlet eggplant, baked, without salt>>;Vegetais
C0282B;Jiló, assado, c/ sal, Solanum gilo <<Scarlet eggplant, baked, with salt>>;Vegetais
C0285B;Jiló, frito, s/ sal, Solanum gilo <<Scarlet eggplant, fried, without salt>>;Vegetais
C0286B;Jiló, frito, c/ sal, Solanum gilo <<Scarlet eggplant, fried, with salt>>;Vegetais
C0283B;Jiló, refogado, s/ sal, Solanum gilo <<Scarlet eggplant, braised, without salt>>;Vegetais
C0284B;Jiló, refogado, c/ sal, Solanum gilo <<Scarlet eggplant, braised, with salt>>;Vegetais
C0271B;Legumes, sopa, s/ sal <<Vegetables, soup, without salt>>;Vegetais
C0272B;Legumes, sopa, c/ sal <<Vegetables, soup, with salt>>;Vegetais
C0360B;Mandioca, cozida, assada, s/ sal, Manihot esculenta Crantz <<Cassava, cooked, baked, without salt>>;Vegetais
C0361B;Mandioca, cozida, assada, c/ sal, Manihot esculenta Crantz <<Cassava, cooked, baked, with salt>>;Vegetais
C0308B;Mandioca, cozida, drenada, c/ óleo de soja, s/ sal, Manihot esculenta Crantz <<Cassava, cooked, drained, with soy oil, without salt>>;Vegetais
C0309B;Mandioca, cozida, drenada, c/ óleo de soja, c/ sal, Manihot esculenta Crantz <<Cassava, cooked, drained, with soy oil, with salt>>;Vegetais
C0310B;Mandioca, cozida, c/ molho vermelho, s/ sal, Manihot esculenta Crantz <<Cassava, cooked, with red sauce/tomato sauce, without salt>>;Vegetais
C0311B;Mandioca, cozida, c/ molho vermelho, c/ sal, Manihot esculenta Crantz <<Cassava, cooked, with red sauce/tomato sauce, with salt>>;Vegetais
C0306B;Mandioca, cozida, sauté, s/ sal, Manihot esculenta Crantz <<Cassava, cooked, sauteed, without salt>>;Vegetais
C0307B;Mandioca, cozida, sauté, c/ sal, Manihot esculenta Crantz <<Cassava, cooked, sauteed, with salt>>;Vegetais
C0247B;Maxixe, cozido, drenado, s/ sal, Cucumis anguria <<Gherkin, cooked, drained, without salt>>;Vegetais
C0248B;Maxixe, cozido, drenado, c/ sal, Cucumis anguria <<Gherkin, cooked, drained, with salt>>;Vegetais
C0249B;Maxixe, cozido, drenado, c/ óleo de soja, s/ sal, Cucumis anguria <<Gherkin, cooked, drained, with soy oil, without salt>>;Vegetais
C0250B;Maxixe, cozido, drenado, c/ óleo de soja, c/ sal, Cucumis anguria <<Gherkin, cooked, drained, with soy oil, with salt>>;Vegetais
C0251B;Maxixe, refogado, s/ sal, Cucumis anguria <<Gherkin, braised, without salt>>;Vegetais
C0252B;Maxixe, refogado, c/ sal, Cucumis anguria <<Gherkin, braised, with salt>>;Vegetais
C0171B;Molho, vinagrete, s/ sal <<Sauce for salad (tomato, onion, parsley, vinegar and oil), without salt>>;Vegetais
C0172B;Molho, vinagrete, c/ sal <<Sauce for salad (tomato, onion, parsley, vinegar and oil), with salt>>;Vegetais
C0241B;Mostarda, folha, cozida, drenada, s/ sal, Brassica juncea (L.) <<Mustard, leaves, cooked, drained, without salt>>;Vegetais
C0242B;Mostarda, folha, cozida, drenada, c/ sal, Brassica juncea (L.) <<Mustard, leaves, cooked, drained, with salt>>;Vegetais
C0243B;Mostarda, cozida, drenada, c/ óleo de soja, s/ sal, Brassica juncea (L.) <<Mustard, leaves, cooked, drained, with soy oil, without salt>>;Vegetais
C0244B;Mostarda, cozida, drenada, c/ óleo de soja, c/ sal, Brassica juncea (L.) <<Mustard, leaves, cooked, drained, with soy oil, with salt>>;Vegetais
C0255B;Mostarda, folha, refogada, s/ sal, Brassica juncea (L.) <<Mustard, leaves, braised, without salt>>;Vegetais
C0256B;Mostarda, folha, refogada, c/ sal, Brassica juncea (L.) <<Mustard, leaves, braised, with salt>>;Vegetais
C0328B;Nabo, cozido, drenado, s/ sal, Brassica rapa <<Turnip, cooked, drained, without salt>>;Vegetais
C0329B;Nabo, cozido, drenado, c/ sal, Brassica rapa <<Turnip, cooked, drained, with salt>>;Vegetais
C0330B;Nabo, refogado, s/ sal, Brassica rapa <<Turnip, braised, without salt>>;Vegetais
C0331B;Nabo, refogado, c/ sal, Brassica rapa <<Turnip, braised, with salt>>;Vegetais
C0111B;Nhoque, batata, s/ sal, cozido, s/ molho <<Gnocchi, potato, without salt, no sauce>>;Vegetais
C0155B;Quiabo, cozido, c/ sal, drenado, Hibiscus esculentus L. <<Okra, cooked, drained, with salt>>;Vegetais
C0223B;Quiabo, cozido, drenado, c/ óleo de soja, s/ sal, Hibiscus esculentus L. <<Okra, cooked, drained, with soy oil, without salt>>;Vegetais
C0224B;Quiabo, cozido, drenado, c/ óleo de soja, c/ sal, Hibiscus esculentus L. <<Okra, cooked, drained, with soy oil, with salt>>;Vegetais
C0199B;Quiabo, refogado, s/ sal, Hibiscus esculentus L. <<Okra, braised, without salt>>;Vegetais
C0200B;Quiabo, refogado, c/ sal, Hibiscus esculentus L. <<Okra, braised, with salt>>;Vegetais
C0318B;Rabanete, cru, salada, ao molho vinagrete, s/ sal, Raphanus sativus L. <<Radish, raw, salad, with sauce (tomato, onion, parsley, vinegar and oil), without salt>>;Vegetais
C0319B;Rabanete, cru, salada, ao molho vinagrete, c/ sal, Raphanus sativus L. <<Radish, raw, salad, with sauce (tomato, onion, parsley, vinegar and oil), with salt>>;Vegetais
C0320B;Rabanete, cozido, drenado, s/ sal, Raphanus sativus L. <<Radish, cooked, drained, without salt>>;Vegetais
C0321B;Rabenete, cozido, drenado, c/ sal, Raphanus sativus L. <<Radish, cooked, drained, with salt>>;Vegetais
C0148B;Repolho, branco, cozido, c/ sal, drenado, Brassica oleracea L. var. capitata <<Cabbage, white, cooked, drained, with salt>>;Vegetais
C0217B;Repolho, branco, cozido, drenado, c/ óleo de soja, s/ sal, Brassica oleracea L. <<Cabbage, white, cooked, drained, with soy oil, without salt>>;Vegetais
C0218B;Repolho, branco, cozido, drenado, c/ óleo de soja, c/ sal, Brassica oleracea L. <<Cabbage, white, cooked, drained, with soy oil, with salt>>;Vegetais
C0185B;Repolho, branco, cru, salada, ao molho vinagrete, s/ sal, Brassica oleracea L. <<Cabbage, white, raw, salad, with sauce (tomato, onion, parsley, vinegar and oil), without salt>>;Vegetais
C0186B;Repolho, branco, cru, salada, ao molho vinagrete, c/ sal, Brassica oleracea L. <<Cabbage, white, raw, salad, with sauce (tomato, onion, parsley, vinegar and oil), with salt>>;Vegetais
C0161B;Repolho, branco, refogado, c/ sal, Brassica oleracea L. <<Cabbage, white, braised, with salt>>;Vegetais
C0160B;Repolho, branco, refogado, s/ sal, Brassica oleracea L. <<Cabbage, white, braised, without salt>>;Vegetais
C0257B;Repolho, branco, sopa, s/ sal, Brassica oleracea L. <<Cabbage, white, soup, without salt>>;Vegetais
C0258B;Repolho, branco, sopa, c/ sal, Brassica oleracea L. <<Cabbage, white, soup, with salt>>;Vegetais
C0259B;Repolho, branco, cozido, c/ molho branco, s/ sal, Brassica oleracea L. <<Cabbage, white, cooked, with white sauce/bechamel sauce, without salt>>;Vegetais
C0260B;Repolho, branco, cozido, c/ molho branco, c/ sal, Brassica oleracea L. <<Cabbage, white, cooked, with white sauce/bechamel sauce, with salt>>;Vegetais
C0233B;Serralha, folha, cozida, drenada, s/ sal, Sonchus oleraceus L. <<Serralha, leaf, cooked, drained, no salt>>;Vegetais
C0234B;Serralha, folha, cozida, drenada, c/ sal, Sonchus oleraceus L. <<Serralha, leaf, cooked, drained, with salt>>;Vegetais
C0237B;Taioba, folha, cozida, drenada, s/ sal, Xanthosoma sagittifolium Schott <<Taro, leaves, cooked, drained, without salt>>;Vegetais
C0238B;Taioba, folha, cozida, drenada, c/ sal, Xanthosoma sagittifolium Schott <<Taro, leaves, cooked, drained, with salt>>;Vegetais
C0239B;Taioba, folha, refogada, s/ sal, Xanthosoma sagittifolium Schott <<Taro, leaves, braised, without salt>>;Vegetais
C0240B;Taioba, folha, refogada, c/ sal, Xanthosoma sagittifolium Schott <<Taro, leaves, braised, with salt>>;Vegetais
C0362B;Beterraba, refresco (natural), s/ açúcar, Beta vulgaris L. <<Beetroot, juice, no sugar added>>;Vegetais
C0363B;Beterraba, refresco (natural), c/ açúcar refinado, Beta vulgaris L. <<Beetroot, juice, with sugar added>>;Vegetais
C0389B;Tomate, molho, caseiro, c/ sal, Lycopersicon esculentum <<Tomato, sauce, homemade, with salt>>;Vegetais
C0390B;Tomate, seco (com azeite de oliva), Lycopersicon esculentum <<Tomato, dried, with olive oil>>;Vegetais
C0364B;Salada, vegetais cozidos - batata, cenoura, chuchu, c/ azeite de oliva, c/ sal <<Salad, boiled vegetables - potato, carrot, chayote, with olive oil, with salt>>;Vegetais
C0365B;Salada, vegetais cozidos - batata, cenoura, chuchu, c/ óleo de soja, c/ sal <<Salad, boiled vegetables - potato, carrot, chayote, with soy oil, with salt>>;Vegetais
C0366B;Salada, vegetais cozidos - batata, cenoura, chuchu, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal <<Salad, boiled vegetables - potato, carrot, chayote, with salad sauce - parsley, lemon juice, olive oil, with salt>>;Vegetais
C0367B;Salada, vegetais cozidos - batata, cenoura, chuchu, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal <<Salad, boiled vegetables - potato, carrot, chayote, with salad sauce - parsley, apple vinager, olive oil, with salt>>;Vegetais
C0368B;Salada, vegetais cozidos - batata, cenoura, chuchu, s/ tempero, s/ sal <<Salad, cooked vegetables - potato, carrot, chayote, without seasoning, without salt>>;Vegetais
C0369B;Salada, vegetais cozidos - couve-flor, cenoura, vagem, c/ azeite de oliva, c/ sal <<Salad, boiled vegetables - cauliflower, carrot, beans snap, with olive oil, with salt>>;Vegetais
C0370B;Salada, vegetais cozidos - couve-flor, cenoura, vagem, c/ óleo de soja, c/ sal <<Salad, boiled vegetables - cauliflower, carrot, beans snap, with soy oil, with salt>>;Vegetais
C0371B;Salada, vegetais cozidos - couve-flor, cenoura, vagem, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal <<Salad, boiled vegetables - cauliflower, carrot, beans snap, with salad sauce - parsley, lemon juice, olive oil, with salt>>;Vegetais
C0372B;Salada, vegetais cozidos - couve-flor, cenoura, vagem, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal <<Salad, boiled vegetables - cauliflower, carrot, beans snap, with salad sauce - parsley, apple vinager, olive oil, with salt>>;Vegetais
C0373B;Salada, vegetais cozidos - couve-flor, cenoura, vagem, s/ tempero, s/ sal <<Salad, cooked vegetables - cauliflower, carrot, beans snap, without seasoning, without salt>>;Vegetais
C0374B;Salada, Caesar - alface americana, peito de frango grelhado, queijo parmesão ralado, croutons, molho para salada - filé de anchova, alho, molho de mostarda, molho inglês, suco de limão, vinagre de maçã, maionese, azeite de oliva, c/sal <<Salad, Caesar - americana lettuce, breast chicken grilled, parmesan chesse grated, croutons, salad sauce - anchovy fillet parsley, garlic, mustard sauce, worcestershire sauce, lemon juice, apple vinegar, mayonnaise, olive oil, with salt>>;Vegetais
C0375B;Salada, Waldorf - aipo, maçã verde, nozes, uva passa, maionese, creme de leite, c/sal <<Salad, Waldorf - celery, green apple, nut, raisin, mayonnaise, cream milk, with salt >>;Vegetais
C0376B;Salada, vegetais crus, alface, tomate, cebola, c/ azeite de oliva, c/ sal <<Salad, raw vegetables, lettuce, tomato, onion, with olive oil, with salt>>;Vegetais
C0377B;Salada, vegetais crus, alface, tomate, cebola, c/ óleo de soja, c/ sal <<Salad, raw vegetables, lettuce, tomato, onion, with soy oil, with salt>>;Vegetais
C0378B;Salada, vegetais crus, alface, tomate, cebola, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal <<Salad, raw vegetables, lettuce, tomato, onion, with salad sauce - parsley, lemon juice, olive oil, with salt>>;Vegetais
C0379B;Salada, vegetais crus, alface, tomate, cebola, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal <<Salad, raw vegetables, lettuce, tomato, onion, with salad sauce - parsley, apple vinager, olive oil, with salt>>;Vegetais
C0380B;Salada, vegetais crus, alface, tomate, cebola, s/ tempero, s/ sal <<Salad, raw vegetables, lettuce, tomato, onion, without seasoning, without salt>>;Vegetais
C0381B;Salada, arroz, polido - aipo, pimentão verde e vermelho, salsa, azeitona preta, vinagre de maçã, c/ azeite de oliva, c/ sal <<Salad, white rice - celery, green and red pepper, parsley, olives canned, apple vinegar, with olive oil, with salt>>;Vegetais
C0382B;Salada, arroz, integral - aipo, pimentão verde e vermelho, salsa, azeitona preta, vinagre de maçã, c/ azeite de oliva, c/ sal <<Salad, brown rice - celery, green and red pepper, parsley, olives canned, apple vinegar, with olive oil, with salt>>;Vegetais
C0383B;Salada, atum - atum, milho e ervilha em conserva, cenoura crua, cheiro verde, c/ azeite de oliva, c/ sal <<Salad, tuna - tuna, pea and corn canned, raw carrot, with olive oil, with salt>>;Vegetais
C0384B;Salada, batata com atum - batata cozida, atum em conserva, azeitona preta, cheiro verde, c/ azeite de oliva, c/ sal <<Salad, tuna - boiled potato tuna canned, olives, onion and parsley, with olive oil, with salt>>;Vegetais
C0385B;Salada, bacalhau com batata - bacalhau dessalgado cozido, batata cozida, pimentão verde e vermelho, alho, salsa, c/ azeite de oliva, c/ sal <<Salad, cod with potato - desalted boiled cod, boiled potato, olives, red and green pepper, garlic, parsley, with olive oil, with salt>>;Vegetais
C0386B;Salada, feijão fradinho - feijão fradinho cozido, tomate, cebola, salsa, suco de limão, c/ azeite de oliva, c/ sal <<Salad, feijão fradinho - boiled black eye drained, tomato, onion, parsley, lemon juice, with olive oil, with salt>>;Vegetais
C0387B;Salada, grão-de-bico - grão-de-bico cozido, tomate, cebola, salsa, suco de limão, c/ azeite de oliva, c/ sal <<Salad, feijão fradinho - boiled black eye drained, tomato, onion, parsley, lemon juice, with olive oil, with salt>>;Vegetais
C0388B;Salada, lentilha - lentilha cozido, tomate, cebola, pepino, salsa, suco de limão, c/ azeite de oliva, c/ sal <<Salad, feijão fradinho - boiled lentils drained, tomato, onion, cucumber, parskey, lemon juice, with olive oil, with salt>>;Vegetais
C0391B;Salada, folhas - alface lisa, alface roxa, rúcula, c/ azeite de oliva, c/ sal <<Salad, levaes - lettuce, purple lettuce, arugula, with olive oil, with salt>>;Vegetais
C0392B;Salada, folhas - alface lisa, alface roxa, rúcula, c/ óleo de soja, c/ sal <<Salad, levaes - lettuce, purple lettuce, arugula, with soy oil, with salt>>;Vegetais
C0393B;Salada, folhas - alface lisa, alface roxa, rúcula, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal <<Salad, leaves - lettuce, purple lettuce, arugula, with salad sauce - parsley, lemon juice, olive oil, with salt>>;Vegetais
C0396B;Salada, vegetais e frutas - alface lisa, alface roxa, rúcula, pepino, uva Itália, c/ azeite de oliva, c/ sal <<Salad, vegetables and fruit - lettuce, purple lettuce, arugula, cucumber, grape, with olive oil, with salt>>;Vegetais
C0397B;Salada, folhas - alface americana, alface roxa, agrião, c/ azeite de oliva, c/ sal <<Salad, levaes - lettuce, purple lettuce, watercress, with olive oil, with salt>>;Vegetais
C0398B;Salada, folhas - alface americana, alface roxa, agrião, c/ óleo de soja, c/ sal <<Salad, levaes - lettuce, purple lettuce, watercress, with soy oil, with salt>>;Vegetais
C0399B;Salada, folhas - alface americana, alface roxa, agrião, c/ molho de salada - salsa, suco de limão, azeite de oliva, c/ sal <<Salad, leaves - lettuce, purple lettuce, watercress, with salad sauce - parsley, lemon juice, olive oil, with salt>>;Vegetais
C0400B;Salada, folhas - alface americana, alface roxa, agrião, c/ molho de salada - salsa, vinagre de maçã, azeite de oliva, c/ sal <<Salad, leaves - lettuce, purple lettuce, watercress, with salad sauce - parsley, apple vinager, olive oil, with salt>>;Vegetais
C0401B;Salada, folhas - alface lisa, alface roxa, rúcula, c/ óleo de soja, c/ sal <<Salad, levaes - lettuce, purple lettuce, arugula, with soy oil, with salt>>;Vegetais
